match_id,match_date,kick_off,home_score,away_score,match_status,match_status_360,last_updated,last_updated_360,match_week,competition_id,competition_country_name,competition_name,competition,season_id,season,home_team_id,home_team,home_team_gender,home_team_group,home_team_country_id,home_team_country_name,away_team_id,away_team,away_team_gender,away_team_group,away_team_country_id,away_team_country_name,competition_stage_id,competition_stage,stadium_id,stadium,stadium_country_id,stadium_country_name,referee_id,referee,referee_country_id,referee_country_name,home_managers,away_managers,home_manager_id,home_manager_name,home_manager_nickname,home_manager_dob,home_manager_country_id,home_manager_country_name,away_manager_id,away_manager_name,away_manager_nickname,away_manager_dob,away_manager_country_id,away_manager_country_name,data_version,shot_fidelity_version,xy_fidelity_version
7547,2018-06-21,12:00:00.000,1,1,available,scheduled,2026-05-15T15:35:26.306517,2021-06-13T16:17:31.694,2,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,776,Denmark,male,,61,Denmark,792,Australia,male,,14,Australia,10,Group Stage,118023,Solidarnost Arena,188,Russia,180.0,Antonio Miguel Mateu Lahoz,214.0,Spain,Åge Fridtjof Hareide,Lambertus van Marwijk,641,Åge Fridtjof Hareide,Åge Hareide,1953-09-23,171,Norway,630.0,Lambertus van Marwijk,,1952-05-19,160.0,Netherlands,1.0.2,,
7535,2018-06-17,12:00:00.000,0,1,available,scheduled,2026-05-15T09:47:17.364975,2021-06-13T16:17:31.694,1,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,795,Costa Rica,male,,54,Costa Rica,786,Serbia,male,,203,Serbia,10,Group Stage,118023,Solidarnost Arena,188,Russia,732.0,Malang Diedhiou,202.0,Senegal,Óscar Antonio Ramírez Hernández,Mladen Krstajić,646,Óscar Antonio Ramírez Hernández,Óscar Ramírez,1964-12-08,54,Costa Rica,640.0,Mladen Krstajić,,1974-03-04,203.0,Serbia,1.0.2,,
8649,2018-07-06,14:00:00.000,0,2,available,scheduled,2026-05-15T15:45:29.598530,2021-06-13T16:17:31.694,5,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,783,Uruguay,male,,242,Uruguay,771,France,male,,78,France,11,Quarter-finals,4263,Stadion Nizhny Novgorod (Nizhniy Novgorod),188,Russia,730.0,Néstor Fabián Pitana,11.0,Argentina,Óscar Washington Tabárez Silva,Didier Deschamps,476,Óscar Washington Tabárez Silva,Óscar Tabárez,1947-03-03,242,Uruguay,545.0,Didier Deschamps,,1968-10-15,78.0,France,1.0.2,,
8658,2018-07-15,17:00:00.000,4,2,available,scheduled,2024-02-12T12:31:56.821876,2021-06-13T16:17:31.694,7,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,771,France,male,,78,France,785,Croatia,male,,56,Croatia,26,Final,255,Stadion Luzhniki,188,Russia,730.0,Néstor Fabián Pitana,11.0,Argentina,Didier Deschamps,Zlatko Dalić,545,Didier Deschamps,,1968-10-15,78,France,307.0,Zlatko Dalić,,1966-10-26,56.0,Croatia,1.0.2,,
7582,2018-07-01,14:00:00.000,1,1,available,scheduled,2026-05-15T15:41:51.234457,2021-06-13T16:17:31.694,4,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,772,Spain,male,,214,Spain,796,Russia,male,,188,Russia,33,Round of 16,255,Stadion Luzhniki,188,Russia,287.0,Björn Kuipers,160.0,Netherlands,Fernando Ruiz Hierro,Stanislav Cherchesov,643,Fernando Ruiz Hierro,Fernando Hierro,1968-03-23,214,Spain,365.0,Stanislav Cherchesov,,1963-09-02,188.0,Russia,1.0.2,,
7552,2018-06-23,12:00:00.000,5,2,available,scheduled,2026-05-15T15:39:24.026282,2021-06-13T16:17:31.694,2,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,782,Belgium,male,,22,Belgium,777,Tunisia,male,,232,Tunisia,10,Group Stage,4130,Otkritie Bank Arena,188,Russia,428.0,Jair Marrufo,241.0,United States of America,Roberto Martínez Montoliú,Nabil Maâloul,263,Roberto Martínez Montoliú,Roberto Martínez,1973-07-13,214,Spain,557.0,Nabil Maâloul,,1962-07-25,232.0,Tunisia,1.0.2,,
7532,2018-06-16,16:00:00.000,0,1,available,scheduled,2024-06-04T10:49:59.264411,2021-06-13T16:17:31.694,1,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,784,Peru,male,,179,Peru,776,Denmark,male,,61,Denmark,10,Group Stage,4259,Mordovia Arena,188,Russia,736.0,Bakary Papa Gassama,83.0,Gambia,Ricardo Alberto Gareca Nardi,Åge Fridtjof Hareide,629,Ricardo Alberto Gareca Nardi,Ricardo Gareca,1958-02-10,11,Argentina,641.0,Åge Fridtjof Hareide,Åge Hareide,1953-09-23,171.0,Norway,1.0.2,,
7560,2018-06-25,18:00:00.000,2,2,available,scheduled,2026-05-15T15:41:33.274970,2021-06-13T16:17:31.694,3,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,772,Spain,male,,214,Spain,788,Morocco,male,,154,Morocco,10,Group Stage,4260,Rostec Arena,188,Russia,735.0,Ravshan Irmatov,244.0,Uzbekistan,Fernando Ruiz Hierro,Hervé Renard,643,Fernando Ruiz Hierro,Fernando Hierro,1968-03-23,214,Spain,642.0,Hervé Renard,,1968-09-30,78.0,France,1.0.2,,
7533,2018-06-17,18:00:00.000,1,1,available,scheduled,2026-05-15T09:48:30.424202,2021-06-13T16:17:31.694,1,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,781,Brazil,male,E,31,Brazil,773,Switzerland,male,,221,Switzerland,10,Group Stage,256,Rostov Arena,188,Russia,740.0,César Arturo Ramos Palazuelos,147.0,Mexico,Adenor Leonardo Bacchi,Vladimir Petković,547,Adenor Leonardo Bacchi,Tite,1961-05-25,31,Brazil,492.0,Vladimir Petković,,1963-08-15,28.0,Bosnia and Herzegovina,1.0.2,,
7564,2018-06-26,18:00:00.000,1,2,available,scheduled,2026-05-15T15:46:26.549220,2021-06-13T16:17:31.694,3,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,775,Nigeria,male,,166,Nigeria,779,Argentina,male,,11,Argentina,10,Group Stage,4726,Saint-Petersburg Stadium ( Gazprom Arena ),188,Russia,581.0,Cüneyt Çakιr,233.0,Turkey,Gernot Rohr,Jorge Luis Sampaoli Moya,636,Gernot Rohr,,1953-06-28,85,Germany,637.0,Jorge Luis Sampaoli Moya,Jorge Sampaoli,1960-03-13,11.0,Argentina,1.0.2,,
7579,2018-06-30,18:00:00.000,2,1,available,scheduled,2026-05-15T15:47:14.682551,2021-06-13T16:17:31.694,4,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,783,Uruguay,male,,242,Uruguay,780,Portugal,male,,183,Portugal,33,Round of 16,249,Olimpiyskiy Stadion Fisht,188,Russia,740.0,César Arturo Ramos Palazuelos,147.0,Mexico,Óscar Washington Tabárez Silva,Fernando Manuel Fernandes da Costa Santos,476,Óscar Washington Tabárez Silva,Óscar Tabárez,1947-03-03,242,Uruguay,607.0,Fernando Manuel Fernandes da Costa Santos,Fernando Santos,1954-10-10,183.0,Portugal,1.0.2,,
7577,2018-06-15,15:00:00.000,0,1,available,scheduled,2026-05-15T15:37:37.344535,2021-06-13T16:17:31.694,1,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,788,Morocco,male,,154,Morocco,797,Iran,male,,107,"Iran, Islamic Republic of",10,Group Stage,4726,Saint-Petersburg Stadium ( Gazprom Arena ),188,Russia,581.0,Cüneyt Çakιr,233.0,Turkey,Hervé Renard,Carlos Manuel Brito Leal Queiróz,642,Hervé Renard,,1968-09-30,78,France,645.0,Carlos Manuel Brito Leal Queiróz,Carlos Queiroz,1953-03-01,183.0,Portugal,1.0.2,,
7525,2018-06-14,15:00:00.000,5,0,available,scheduled,2026-05-15T15:35:41.309230,2021-06-13T16:17:31.694,1,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,796,Russia,male,,188,Russia,799,Saudi Arabia,male,,200,Saudi Arabia,10,Group Stage,255,Stadion Luzhniki,188,Russia,730.0,Néstor Fabián Pitana,11.0,Argentina,Stanislav Cherchesov,Juan Antonio Pizzi Torroja,365,Stanislav Cherchesov,,1963-09-02,188,Russia,638.0,Juan Antonio Pizzi Torroja,Pizzi,1968-06-07,214.0,Spain,1.0.2,,
7566,2018-06-27,14:00:00.000,0,3,available,scheduled,2026-05-15T15:40:38.273729,2021-06-13T16:17:31.694,3,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,794,Mexico,male,,147,Mexico,790,Sweden,male,,220,Sweden,10,Group Stage,4261,Ekaterinburg Arena,188,Russia,730.0,Néstor Fabián Pitana,11.0,Argentina,Juan Carlos Osorio Arbeláez,Jan Olof Andersson,632,Juan Carlos Osorio Arbeláez,Juan Carlos Osorio,1961-06-08,49,Colombia,549.0,Jan Olof Andersson,,1962-09-29,220.0,Sweden,1.0.2,,
8651,2018-07-07,14:00:00.000,0,2,available,scheduled,2026-05-15T15:47:23.067546,2021-06-13T16:17:31.694,5,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,790,Sweden,male,,220,Sweden,768,England,male,,68,England,11,Quarter-finals,118023,Solidarnost Arena,188,Russia,287.0,Björn Kuipers,160.0,Netherlands,Jan Olof Andersson,Gareth Southgate,549,Jan Olof Andersson,,1962-09-29,220,Sweden,277.0,Gareth Southgate,,1970-09-03,68.0,England,1.0.2,,
7567,2018-06-27,14:00:00.000,2,0,available,scheduled,2026-05-15T15:42:32.516129,2021-06-13T16:17:31.694,3,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,791,South Korea,male,F,121,Korea (South),770,Germany,male,,85,Germany,10,Group Stage,4258,Ak Bars Arena,188,Russia,435.0,Mark Geiger,241.0,United States of America,Tae-Yong Shin,Joachim Löw,631,Tae-Yong Shin,Shin Tae-Yong,1970-10-11,121,Korea (South),602.0,Joachim Löw,,1960-02-03,85.0,Germany,1.0.2,,
7541,2018-06-19,12:00:00.000,1,2,available,scheduled,2026-05-15T09:49:38.050522,2021-06-13T16:17:31.694,1,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,769,Colombia,male,,49,Colombia,778,Japan,male,,114,Japan,10,Group Stage,4259,Mordovia Arena,188,Russia,420.0,Damir Skomina,208.0,Slovenia,José Néstor Pekerman,Akira Nishino,634,José Néstor Pekerman,José Pékerman,1949-09-03,11,Argentina,644.0,Akira Nishino,,1955-04-07,114.0,Japan,1.0.2,,
8655,2018-07-10,18:00:00.000,1,0,available,scheduled,2026-05-15T15:48:12.789440,2021-06-13T16:17:31.694,6,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,771,France,male,,78,France,782,Belgium,male,,22,Belgium,15,Semi-finals,4726,Saint-Petersburg Stadium ( Gazprom Arena ),188,Russia,734.0,Andrés Cunha,242.0,Uruguay,Didier Deschamps,Roberto Martínez Montoliú,545,Didier Deschamps,,1968-10-15,78,France,263.0,Roberto Martínez Montoliú,Roberto Martínez,1973-07-13,214.0,Spain,1.0.2,,
8657,2018-07-14,16:00:00.000,2,0,available,scheduled,2024-02-12T12:31:05.940910,2021-06-13T16:17:31.694,7,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,782,Belgium,male,,22,Belgium,768,England,male,,68,England,25,3rd Place Final,4726,Saint-Petersburg Stadium ( Gazprom Arena ),188,Russia,741.0,Alireza Faghani,14.0,Australia,Roberto Martínez Montoliú,Gareth Southgate,263,Roberto Martínez Montoliú,Roberto Martínez,1973-07-13,214,Spain,277.0,Gareth Southgate,,1970-09-03,68.0,England,1.0.2,,
8652,2018-07-07,18:00:00.000,2,2,available,scheduled,2026-05-15T15:46:34.001155,2021-06-13T16:17:31.694,5,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,796,Russia,male,,188,Russia,785,Croatia,male,,56,Croatia,11,Quarter-finals,249,Olimpiyskiy Stadion Fisht,188,Russia,738.0,Sandro Ricci,31.0,Brazil,Stanislav Cherchesov,Zlatko Dalić,365,Stanislav Cherchesov,,1963-09-02,188,Russia,307.0,Zlatko Dalić,,1966-10-26,56.0,Croatia,1.0.2,,
7563,2018-06-26,14:00:00.000,0,0,available,scheduled,2026-05-15T15:45:28.385823,2021-06-13T16:17:31.694,3,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,776,Denmark,male,,61,Denmark,771,France,male,,78,France,10,Group Stage,255,Stadion Luzhniki,188,Russia,738.0,Sandro Ricci,31.0,Brazil,Åge Fridtjof Hareide,Didier Deschamps,641,Åge Fridtjof Hareide,Åge Hareide,1953-09-23,171,Norway,545.0,Didier Deschamps,,1968-10-15,78.0,France,1.0.2,,
7556,2018-06-24,15:00:00.000,2,2,available,scheduled,2026-05-15T15:38:27.689229,2021-06-13T16:17:31.694,2,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,778,Japan,male,,114,Japan,787,Senegal,male,,202,Senegal,10,Group Stage,4261,Ekaterinburg Arena,188,Russia,268.0,Gianluca Rocchi,112.0,Italy,Akira Nishino,Aliou Cissé,644,Akira Nishino,,1955-04-07,114,Japan,635.0,Aliou Cissé,,1976-03-24,202.0,Senegal,1.0.2,,
7559,2018-06-25,14:00:00.000,2,1,available,scheduled,2026-05-15T15:43:34.032772,2021-06-13T16:17:31.694,3,43,International,FIFA World Cup,International - FIFA World Cup,3,2018,799,Saudi Arabia,male,,200,Saudi Arabia,774,Egypt,male,,66,Egypt,10,Group Stage,4257,Volgograd Arena,188,Russia,175.0,Wilmar Alexander Roldán Pérez,49.0,Colombia,Juan Antonio Pizzi Torroja,Héctor Raúl Cúper,638,Juan Antonio Pizzi Torroja,Pizzi,1968-06-07,214,Spain,486.0,Héctor Raúl Cúper,Héctor Cúper,1955-11-16,11.0,Argentina,1.0.2,,
3793185,1990-06-24,17:00:00.000,0,1,available,unscheduled,2023-06-28T10:58:20.137929,,1,43,International,FIFA World Cup,International - FIFA World Cup,55,1990,781,Brazil,male,,31,Brazil,779,Argentina,male,,11,Argentina,33,Round of 16,98351,Stadio delle Alpi,112,Italy,1897.0,Joël Quiniou,78.0,France,Sebastião Barroso Lazaroni,Carlos Salvador Bilardo,4747,Sebastião Barroso Lazaroni,Sebastião Lazaroni,1950-09-25,31,Brazil,4166.0,Carlos Salvador Bilardo,Carlos Bilardo,1938-03-16,11.0,Argentina,1.1.0,2,2
3889148,1986-06-25,21:00:00.000,2,0,available,unscheduled,2026-05-04T01:29:33.769082,,2,43,International,FIFA World Cup,International - FIFA World Cup,54,1986,779,Argentina,male,,11,Argentina,782,Belgium,male,,22,Belgium,15,Semi-finals,4820,Estadio Azteca,147,Mexico,1009020.0,Antonio Márquez Ramírez,147.0,Mexico,Carlos Salvador Bilardo,Guy Thys,4166,Carlos Salvador Bilardo,Carlos Bilardo,1938-03-16,11,Argentina,1003262.0,Guy Thys,,1922-12-06,22.0,Belgium,1.1.0,2,2
3889149,1986-06-29,17:00:00.000,3,2,available,unscheduled,2026-05-04T01:30:23.212111,,3,43,International,FIFA World Cup,International - FIFA World Cup,54,1986,779,Argentina,male,,11,Argentina,770,Germany,male,,85,Germany,15,Semi-finals,4820,Estadio Azteca,147,Mexico,,,,,Carlos Salvador Bilardo,Franz Beckenbauer,4166,Carlos Salvador Bilardo,Carlos Bilardo,1938-03-16,11,Argentina,4724.0,Franz Beckenbauer,,1945-09-11,85.0,Germany,1.1.0,2,2
3750191,1986-06-22,19:00:00.000,2,1,available,scheduled,2023-06-28T10:54:22.856220,2021-06-13T16:17:31.694,1,43,International,FIFA World Cup,International - FIFA World Cup,54,1986,779,Argentina,male,,11,Argentina,768,England,male,,68,England,11,Quarter-finals,4820,Estadio Azteca,147,Mexico,1900.0,Ali Bin Nasser,232.0,Tunisia,Carlos Salvador Bilardo,Bobby Robson,4166,Carlos Salvador Bilardo,Carlos Bilardo,1938-03-16,11,Argentina,3404.0,Bobby Robson,,1933-02-18,68.0,England,1.1.0,2,2
3888718,1974-06-30,15:00:00.000,0,2,available,unscheduled,2026-05-04T01:27:30.815702,,5,43,International,FIFA World Cup,International - FIFA World Cup,51,1974,2721,German DR,male,,255,International,941,Netherlands,male,,160,Netherlands,99,1st Group Stage,115972,Parkstadion Obenende,85,Germany,1009041.0,Rudolf Scheurer,221.0,Switzerland,Georg Buschner,Rinus Michels,4623,Georg Buschner,,1925-12-26,85,Germany,1003270.0,Rinus Michels,,1928-02-09,160.0,Netherlands,1.1.0,2,2
3888720,1974-07-07,18:00:00.000,1,2,available,unscheduled,2024-02-13T02:52:29.582599,,7,43,International,FIFA World Cup,International - FIFA World Cup,51,1974,941,Netherlands,male,,160,Netherlands,770,Germany,male,,85,Germany,26,Final,4228,Olympiastadion München ,85,Germany,1009028.0,Jack Taylor,68.0,England,Rinus Michels,Helmut Schön,1003270,Rinus Michels,,1928-02-09,160,Netherlands,4624.0,Helmut Schön,,1915-09-15,85.0,Germany,1.1.0,2,2
3888719,1974-07-03,18:30:00.000,2,0,available,unscheduled,2026-05-04T01:28:25.136220,,6,43,International,FIFA World Cup,International - FIFA World Cup,51,1974,941,Netherlands,male,,160,Netherlands,781,Brazil,male,,31,Brazil,99,1st Group Stage,373,Signal-Iduna-Park,85,Germany,1009045.0,Kurt Tschenscher,85.0,Germany,Rinus Michels,Mário Jorge Lobo Zagallo,1003270,Rinus Michels,,1928-02-09,160,Netherlands,3609.0,Mário Jorge Lobo Zagallo,Mário Zagallo,1931-08-09,31.0,Brazil,1.1.0,2,2
3888717,1974-06-26,18:30:00.000,4,0,available,unscheduled,2026-05-04T01:26:34.087950,,4,43,International,FIFA World Cup,International - FIFA World Cup,51,1974,941,Netherlands,male,,160,Netherlands,779,Argentina,male,,11,Argentina,99,1st Group Stage,115972,Parkstadion Obenende,85,Germany,1009047.0,Bobby Davidson,201.0,Scotland,Rinus Michels,Vladislao Wenceslao Cap,1003270,Rinus Michels,,1928-02-09,160,Netherlands,1003284.0,Vladislao Wenceslao Cap,,2023-07-05,11.0,Argentina,1.1.0,2,2
3888716,1974-06-19,21:30:00.000,0,0,available,unscheduled,2023-06-09T14:56:42.864610,,2,43,International,FIFA World Cup,International - FIFA World Cup,51,1974,941,Netherlands,male,,160,Netherlands,790,Sweden,male,,220,Sweden,99,1st Group Stage,373,Signal-Iduna-Park,85,Germany,1009044.0,Werner Winsemann,40.0,Canada,Rinus Michels,,1003270,Rinus Michels,,1928-02-09,160,Netherlands,,,,,,,1.1.0,2,2
3750180,1974-06-22,16:30:00.000,1,0,available,scheduled,2026-05-15T02:20:43.439689,2021-06-13T16:17:31.694,3,43,International,FIFA World Cup,International - FIFA World Cup,51,1974,2721,German DR,male,,255,International,770,Germany,male,,85,Germany,99,1st Group Stage,379,Volksparkstadion,85,Germany,1892.0,Ramón Ivanoes Barreto Ruiz,242.0,Uruguay,Georg Buschner,Helmut Schön,4623,Georg Buschner,,1925-12-26,85,Germany,4624.0,Helmut Schön,,1915-09-15,85.0,Germany,1.1.0,2,2
3888700,1970-06-07,18:00:00.000,1,0,available,unscheduled,2026-05-04T02:06:17.616017,,2,43,International,FIFA World Cup,International - FIFA World Cup,272,1970,781,Brazil,male,,31,Brazil,768,England,male,,68,England,10,Group Stage,4828,Estadio Jalisco,147,Mexico,1009033.0,Abraham Klein,111.0,Israel,Mário Jorge Lobo Zagallo,Alfred Ernest Ramsey,3609,Mário Jorge Lobo Zagallo,Mário Zagallo,1931-08-09,31,Brazil,1003282.0,Alfred Ernest Ramsey,Alf Ramsey,1920-01-22,68.0,England,1.1.0,2,2
3889218,1970-06-14,17:00:00.000,4,2,available,unscheduled,2026-05-04T02:08:18.693804,,4,43,International,FIFA World Cup,International - FIFA World Cup,272,1970,781,Brazil,male,,31,Brazil,784,Peru,male,,179,Peru,11,Quarter-finals,4828,Estadio Jalisco,147,Mexico,1009078.0,Vital Georges Gilbert Loraux,22.0,Belgium,Mário Jorge Lobo Zagallo,Waldyr Pereira,3609,Mário Jorge Lobo Zagallo,Mário Zagallo,1931-08-09,31,Brazil,1003310.0,Waldyr Pereira,Didi,2023-10-08,31.0,Brazil,1.1.0,2,2
3889217,1970-06-09,22:00:00.000,3,2,available,unscheduled,2026-05-04T02:07:16.343033,,3,43,International,FIFA World Cup,International - FIFA World Cup,272,1970,781,Brazil,male,,31,Brazil,905,Romania,male,,187,Romania,10,Group Stage,4828,Estadio Jalisco,147,Mexico,1009039.0,Ferdinand Marschall,15.0,Austria,Mário Jorge Lobo Zagallo,Angelo Niculescu,3609,Mário Jorge Lobo Zagallo,Mário Zagallo,1931-08-09,31,Brazil,1003309.0,Angelo Niculescu,,1921-10-01,187.0,Romania,1.1.0,2,2
3888702,1970-06-21,21:00:00.000,4,1,available,unscheduled,2024-02-13T14:23:06.735299,,6,43,International,FIFA World Cup,International - FIFA World Cup,272,1970,781,Brazil,male,,31,Brazil,914,Italy,male,,112,Italy,26,Final,4820,Estadio Azteca,147,Mexico,1009040.0,Rudi Glöckner,85.0,Germany,Mário Jorge Lobo Zagallo,Ferruccio Valcareggi,3609,Mário Jorge Lobo Zagallo,Mário Zagallo,1931-08-09,31,Brazil,1003280.0,Ferruccio Valcareggi,,2023-02-12,112.0,Italy,1.1.0,2,2
3888701,1970-06-17,22:00:00.000,3,1,available,unscheduled,2026-05-04T02:09:10.916859,,5,43,International,FIFA World Cup,International - FIFA World Cup,272,1970,781,Brazil,male,,31,Brazil,783,Uruguay,male,,242,Uruguay,15,Semi-finals,4828,Estadio Jalisco,147,Mexico,1009037.0,José Maria Ortíz De Mendibil,214.0,Spain,Mário Jorge Lobo Zagallo,Juan Eduardo Hohberg,3609,Mário Jorge Lobo Zagallo,Mário Zagallo,1931-08-09,31,Brazil,1003279.0,Juan Eduardo Hohberg,,1927-10-08,242.0,Uruguay,1.1.0,2,2
3888699,1970-06-03,22:00:00.000,4,1,available,unscheduled,2026-05-04T02:05:17.104763,,1,43,International,FIFA World Cup,International - FIFA World Cup,272,1970,781,Brazil,male,,31,Brazil,17469,Czechoslovakia,male,,60,Czech Republic,10,Group Stage,4828,Estadio Jalisco,147,Mexico,1892.0,Ramón Ivanoes Barreto Ruiz,242.0,Uruguay,Mário Jorge Lobo Zagallo,Jozef Marko,3609,Mário Jorge Lobo Zagallo,Mário Zagallo,1931-08-09,31,Brazil,1003276.0,Jozef Marko,,1923-05-25,60.0,Czech Republic,1.1.0,2,2
3888854,1962-05-30,18:00:00.000,2,0,available,unscheduled,2026-05-04T02:05:35.653887,,1,43,International,FIFA World Cup,International - FIFA World Cup,270,1962,781,Brazil,male,,31,Brazil,794,Mexico,male,,147,Mexico,10,Group Stage,83666,Estadio Sausalito ,45,Chile,,,,,Aymoré Moreira,Ignacio Trelles,1003266,Aymoré Moreira,,2023-04-26,31,Brazil,1003268.0,Ignacio Trelles,,2023-07-31,147.0,Mexico,1.1.0,2,2
3888705,1958-06-29,17:00:00.000,5,2,available,unscheduled,2024-02-13T14:22:08.222297,,7,43,International,FIFA World Cup,International - FIFA World Cup,269,1958,781,Brazil,male,,31,Brazil,790,Sweden,male,,220,Sweden,26,Final,4233,Friends Arena,220,Sweden,1009025.0,Maurice Guigue,78.0,France,Vicente Ítalo Feola,George Raynor,1003265,Vicente Ítalo Feola,Vicente Feola,2023-11-01,31,Brazil,1003269.0,George Raynor,,1907-01-13,68.0,England,1.1.0,2,2
3888704,1958-06-24,18:00:00.000,5,2,available,unscheduled,2026-05-04T02:02:41.853159,,6,43,International,FIFA World Cup,International - FIFA World Cup,269,1958,781,Brazil,male,,31,Brazil,771,France,male,,78,France,15,Semi-finals,4233,Friends Arena,220,Sweden,1009022.0,Mervyn Griffiths,249.0,Wales,Vicente Ítalo Feola,Albert Batteux,1003265,Vicente Ítalo Feola,Vicente Feola,2023-11-01,31,Brazil,1003267.0,Albert Batteux,,2023-07-02,78.0,France,1.1.0,2,2
